_id,AID,AName,Description,Benefits,Breathing,awareness,Level,ImagePath,Variations
65f08d051bad35f99effc0a5,56,ANANDA MADIRASANA,"Sit in vajrasana\nPlace the palms on top of the heels so that the fingers are\npointing towards each other. If this is uncomfortable, place\nthe palms just above the heels.\nKeep the head and spine erect, close the eyes and relax the\nwhole body.\nFix the attention at bhrumadhya, the eyebrow centre.","This asana is used primarily to awaken ajna chakra.\nIt also calms the mind, relaxes the nervous system and\ngives all the benefits of vajrasana. ",Slow and deep. Imagine that the breath is moving\nin and out of the eyebrow centre. Inhale from the eyebrow\ncentre to ajna chakra and exhale from ajna to the eyebrow\ncentre. ,"Physical - in the early stages of the practice, awareness should be on the physical sensation, then on the\nbreathing process. When sufficient relaxation has been\nachieved, awareness may be transferred to the eyebrow\ncentre.\nSpiritual - on ajna chakra. ",Beginners,yoga_images/ananda_madirasana.jpg,Ananda madirasana may be peiformed as an alternative to\nclassical meditation postures. \n
65f08d051bad35f99effc0ab,62,MARJARI-ASANA ,"Sit in vajrasana.\nRaise the buttocks and stand on the knees.\nLean fotward and place the hands flat on the floor beneath\nthe shoulders with the fingers facing fotward.\nThe hands should be in line with the knees; the arms and\nthighs should be perpendicular to the floor.\nThe knees may be slightly separated so that they are well\naligned under the hips.\nThis is the starting position.\nInhale while raising the head and depressing the spine so\nthat the back becomes concave.\nExpand the abdomen fully and fill the lungs with the\nmaximum amount of air. Hold the breath for 3 seconds.\nExhale while lowering the head and stretching the spine\nupward. At the end of exhalation, contract the abdomen and pull\nin the buttocks.\nThe head will now be between the arms, facing the thighs.\nHold the breath for 3 seconds, accentuating the arch of\nthe spine and the abdominal contraction.\nThis is one round. ","This asana improves the flexibility of the neck,\nshoulders and spine. It gently tones the female reproductive system, giving relief from menstrual cramps and\nleucorrhea. It may be safely practised during pregnancy;\nforceful contraction of the abdomen, however, should be\navoided. ",Perform the movement breathing as slowly as is\ncomfortable. Aim at taking at least 5 seconds for both\ninhalation and exhalation. ,": Physical - on the flexion of the spine from top to\nbottom, and on the breath synchronized with the\nmovement.\nSpiritual - on swadhisthana chakra",Beginners,yoga_images/marjari-asana_.jpg,
65f08d051bad35f99effc0ae,65,SHASHANK BHUJANGASANA,"Assume the starting position for marjari-asana.\nLower the buttocks onto the heels, moving into shashankasana with the arms outstretched in front of the\nshoulders.\nThen, to come into bhujangasana without moving the\nposition of the hands, slowly move the chest forward, sliding it just above the floor until it is in line with the\nhands. Move the chest further forward and then upward,\nas the arms straighten, and lower the pelvis to the floor.\nIdeally, the nose and chest should just brush the surface of\nthe floor as the body moves forward like the movement of\na snake. Do not strain to achieve this.\nIn the final position, the arms should be straight, the back\narched and the head raised as in bhujangasana, even if\nthe navel does not touch the floor.\nHold this position for a few seconds.\nSlowly raise the buttocks and move backwards, keeping\nthe arms straight, returning to shashankasana.\nThis is one round.\nRelax the whole body for a short time before starting\nanother round.\nPractise 5 to 7 rounds. ","Shashank bhujangasana gives similar benefits to\nbhujangasana and shashankasana. However, the benefits\nof the latter postures come from maintaining the final\nposition, whereas shashank bhujangasana acts mainly by\nalternately flexing the spine backward and forward.\nThis asana gently tones the male and female reproductive\norgans, alleviates menstrual disorders and is an excellent\npost-natal asana, strengthening and tightening the abdominal and pelvic region. It tones and improves the\nfunctioning of the liver, kidneys and other visceral organs.\nIt also stregthens the back muscles",Inhale on the forward movement.\nHold the breath for a few seconds in the final position.\nExhale while returning to shashankasana. ,"Physical - on the flexibility of the spine :and the\nsensation in the arms, shoulders, chest and abdomen; on\nsynchronizing the movement with the breath.\nSpiritual - on swadhisthana chakra. ",Beginners,yoga_images/shashank_bhujangasana.jpg,
65f08d051bad35f99effc0b0,67,Ashwa Sanchalanasana (equestrian pose),"Sit in vajrasana.\nStand up on the knees with the knees and ankles slightly\napart and the arms by the sides.\nStarting with the right side, take a big step fotward, placing\nthe right foot firmly on the floor so that the thigh is\nhorizontal and the ankle is before or directly under the\nknee.\nThis is the starting position. Centre yourself and inhale\ndeeply.\nExhale and lunge fotward smoothly, transferring the body\nweight onto the right foot.\nThe left leg becomes stretched back fully as the trunk\ncomes forward, with the back straight.\nDo not strain. Depending on flexibility, the fingertips or\npalms may touch the floor, or bend fotward slightly so that\nthe fingertips reach the floor.\nIn the final posture, the right foot, both hands, left knee\nand toes support the body. The back is slightly arched and\nthe head faces fotward.\nTo release the posture, inhale and roll the body weigThis is one round. Continue with the forward and backward\nlunges on this side.\nAfter practising on one side, again stand on both knees,\nreturn to vajrasana and relax.\nStand on both knees, take a big step forward with the left\nfoot into the starting position and practise an equal number\nof rounds on this side.\nPractise up to 10 rounds on each side. ht\nback smoothly, centering in the starting position. ","This asana tones the abdominal organs and gives a\ngood stretch to the lower back. It strengthens the hips,\nlegs, ankles and feet, and induces balance in the nervous\nsystem. ",Breathe normally in vajrasana and while coming\ninto the starting position.\nInhale deeply in the starting position.\nExhale while moving forward into the posture.\nHold the breath for a few seconds while feeling the balance.\nInhale while returning to the starting position.\nBreathe normally returning to vajrasana ,"Physical - on the back, thigh muscles, knees,\nankles and Achilles tendons; on the balance and synchronizing the movement with the breath.\nSpiritual - on swadhisthana chakra.",Beginners,yoga_images/ashwa_sanchalanasana_(equestrian_pose).jpg,
65f08d051bad35f99effc0b2,69,Ushtrasana (camel pose),"Sit in vajrasana.\nUSHTRASANA\nStand on the knees with the arms at the sides.\nThe knees and feet should be together, but may be\nseparated if this is more comfortable.\nLean backward, slowly reaching for the right heel with the\nright hand and then the left heel with the left hand.\nDo not strain.\nPush the hips forward, keeping the thighs vertical, and\nbend the head and spine backward as far as is comfortable.\nRelax the whole body, especially the back muscles, into the\nstretch.\nThe weight of the body should be evenly supported by the\nlegs and arms.\nThe arms should anchor the shoulders to maintain the\narch of the back.\nRemain in the final position for as long as is comfortable.\nReturn to the starting position by slowly releasing the\nhands from the heels one at a time. ","This asana is beneficial for the digestive and reproductive systems. It stretches the stomach and intestines,\nalleviating constipation. The backward bend loosens up\nthe vertebrae and stimulates the spinal nerves, relieving\nbackache, rounded back and drooping shoulders. The\nposture is improved. The front of the neck is fully stretched, toning the organs in this region and regulating the\nthyroid gland. It is helpful for people suffering from\nasthma. ",Normal. Do not try to breathe deeply because the\nchest is already stretched.,"Physical - on the abdomen, throat, spine or\nnatural breathing.\nSpiritual - on swadhisthana or vishuddhi chakra",Beginners,yoga_images/ushtrasana_(camel_pose).jpg,"Variation I: To begin with this asana may be practised with\nthe balls of the feet on the floor.\nVariation 2: To accentuate the asana, the right heel may be\ngrasped with the left hand and the left heel with the right\nhand. "
65f08d051bad35f99effc0b3,70,SUPTA VAJRASANA,"Sit in vajrasana. Slowly bend back, taking the support of\nfirst the right elbow and arm and then the left.\nBring the top of the head to the ground, arching the back.\nFind the balance in this position, then place the hands on\nthe thighs.\nTry to keep the knees in contact with the floor. If necessary,\nseparate the knees. Care should be taken not to strain the\nmuscles and ligaments of the thighs and knees by forcing\nthe knees to touch the ground in the fmal position.\nClose the eyes and relax the body.\nBreathe deeply and slowly in the final position.\nReturn to the starting position by breathing in and taking\nthe support of the elbows and arms to return to vajrasana. ","This asana massages the abdominal organs, alleviating digestive ailments and constipation. It tones the spinal\nnerves, n1akes the back flexible and realigns rounded\nshoulders. The nerves in the neck and the thyroid gland\nare particularly influenced. The chest is stretched and\nexpanded to full capacity, filling the lungs and bringing\nmore oxygen into the system. It is beneficial for those\nsuffering fi·om asthma, bronchitis and other lung ailments.\nIt loosens up the legs in preparation for sitting in meditation asanas. It redirects sexual energy to the brain for\nspiritual purposes. ",Deep and slow.,"Physical - on the crown of the head, neck, lower\nback, abdomen or breath.\nSpiritual - on swadhisthana, anahata or vishuddhi chakra. ",Beginners,yoga_images/supta_vajrasana.jpg,"Variation: The back of the head, instead of the top, is placed\non the floor in the final position.\nJoin the hands together and place them under the back of\nthe head, or fold the arms comfortably above the head.\nTry to keep the knees on the floor.\nClose the eyes and relax the whole body. "
65f08d051bad35f99effc0b5,72,AKARNA DHANURASANA,"Stand erect with the feet shoulder width apart and the arms at the sides. Take a short step forward with the right leg. Clench the right fist and raise the arm in front of the body so that it is over the right foot and slightly above eye level. Clench the left fist and bring it slightly behind the right fist. Gaze over the right fist as though holding a bow and arrow, and fix the eyes on an imaginary target. Inhale and slowly pull the left fist back to the left ear, tensing both arms as if drawing the bow. The head should move back slightly with this motion so the neck muscles become taut. Keep the left elbow up at shoulder level. Exhale and release the imaginary arrow. Relax the neck and bring the left fist forward to the right fist. Practise 10 times on each side.","This asana exercises the shoulders and also uses the\nshort and deep muscles of the neck and shoulder blades.\nThese muscles are not often exercised and can hold a\nsignificant amount of postural and subconscious tension\nwhich is responsible for stiffness and pain. The alternate\ntensing and relaxing smoothes out the energy flow and\nrelaxes the muscles. This asana is helpful for people with\nbad posture, cervical spondylitis, writer's cramp and shoulder or ann stiffness. ",Inhale while pulling back the bowstring. Exhale while releasing the bowstring and bringing the hand fotward.,": On the tensing of the arms, the imaginary target, and on the breath synchronized with the movement.",Beginners,yoga_images/akarna_dhanurasana.jpg,
65f08d051bad35f99effc0b9,76,TIRYAKA KATI CHAKRASANA,"Stand erect with the feet about shoulder width apart. Interlock the fingers in front of the body. Raise the arms over the head and rotate the wrists, turning the palms out. Bend foJWard from the hips to form a right angle between the legs and trunk. Watch the back of the hands and keep the back straight. Slowly swing the arms and trunk to the right as far as is comfortable, then to the left and then back to the centre. Return to the upright position and lower the arms. Practise 5 to 1 0 times.","As for kati chakrasana. This asana also strengthens the back muscles, and improves balance and coordination.",Inhale while raising the arms. Exhale while bending foiWard. Hold the breath while swinging from side to side. Inhale while raising the trunk and exhale while lowering the arms,focus on the breath,Beginners,yoga_images/tiryaka_kati_chakrasana.jpg,
65f08d051bad35f99effc0bc,79,DRUTA UTKATASANA,"Stand erect with both the feet together. Place the palms together in front of the chest. While inhaling, raise and straighten the arms above the head. While exhaling, slowly lower the body, bending the knees. Keep the feet and knees together, and the arms straight throughout the practice. Stage I : Lower the body down about 30 em. Straighten the legs and return to the upright position. Stage 2: Repeat the practice, lowering the body about half a metre before returning to the upright position. Stage 3: Finally, lower the body until the buttocks rest on the floor. Inhale, raising to the upright position.",The muscles of the back and legs are strengthened,Exhale while lowering the body. Inhale while raising the body.,: Beginners should practise only 5 rounds of those stages they can manage comfortably. Practise all the stages one after the other only when there is no strain.,Beginners,yoga_images/druta_utkatasana.jpg,
65f08d051bad35f99effc0bf,82,TRIKONASANA,"Stand erect with the feet more than shoulder width apart and raise the arms sideways to shoulder level. This is the starting position. Bend forward. Twist the trunk to the right, bringing the left hand to the right foot. The right arm should be stretched vertically so that both arms form a straight line. Look up at the right hand. Hold the final position for a few seconds, feeling the twist and stretch of the back. Return to the centre forward position. Raise the body to the starting position, keeping the arms outstretched to the sides. Repeat to the other side. This is one round. Do not lower the arms. Practise 5 to 10 rounds.","This series affects the muscles on the sides\nof the trunk, the waist and the back of the legs. It stimulates\nthe nervous system and alleviates nervous depression. It\nimproves digestion. It also strengthens the pelvic area and\ntones the reproductive organs. Regular practice will help\nto reduce waistline fat. ",Inhale in the starting position. Exhale while bending forward and twisting. Hold the breath for a few seconds in the final position. Inhale while twisting back to the centre and when standing up to release the pose.,": Physical - on the balance and stretch on the side of the trunk in the final position, and on coordinating the movement with the breath. Spiritual - on manipura chakra.",Beginners,yoga_images/trikonasana.jpg,"Stand erect with the feet more than shoulder width apart. Turn the right foot to the right side. Stretch the arms sideways and raise them to shoulder level so that they are in one straight line. Bend to the right, taking care not to bring the body forward. Simultaneously bend the right knee slightly. Place the right hand on the right foot, keeping the two arms in line with each other. Turn the left palm forward. Look up at the left hand in the final position. Return to the upright position with the arms in a straight line. Repeat on the other side, bending the left knee slightly. This completes one round. Practise 5 to 1 0 rounds."
65f08d051bad35f99effc0c3,86,HASTA UTTHANASANA,"Seperate the hands, raise and stretch both arms above the head, keeping them shoulder width apart. Bend the head, arms and upper trunk slightly backward.",improves flexibility,Inhale while raising the arms.,Physical - on the stretch of the abdomen and expansion of the lungs. Spiritual - on vishuddhi chakra,Beginners,yoga_images/hasta_utthanasana.jpg,
65f08d051bad35f99effc0cd,96,Garbhasana (womb pose),"Sit in padmasana. Insert an ann between the thigh and\ncalf of each leg and bend the elbows under the calves.\nFold the arms upward and raise the legs. Hold the ears,\nbalancing the whole body on the coccyx.\nThe eyes may be open or closed.\nMaintain the final position for as long as is comfortable.\nLet go of the ears, lower the legs and slowly release the\narms from the legs.\nCross the legs the other way around and repeat the pose.\nThis asana may also be performed lying on the back.","This asana has a regulating effect on the adrenal\nglands and calms an excited mind. It helps emotional\nstability generally, giving a sense of security, while those\nwho experience uncontrollable anger may practise this\npose regularly. It massages and tones the abdominal organs,\nstimulates the digestive fire and increases the appetite. It\nalso develops the sense of balance.",Exhale while bringing the hands to the ears.\nBreathe normally in the final position.\nIn the final position the breath will be shallow because the\nstomach and lungs are compressed.,"Physical - on the compression of the abdomen,\non maintaining balance, and on the breath.\nSpiritual - on manipura chakra.",Intermediate,yoga_images/garbhasana_(womb_pose).jpg,
65f08d051bad35f99effc0d1,100,Sarpasana (snake pose),"Lie flat on the stomach with the legs straight and the feet\ntogether.\nInterlock the fingers and place the hands on top of the\nbuttocks. Place the chin on the floor.\nThis is the starting position.\nUsing the lower back muscles, raise the chest as far as\npossible from the floor.\n20 1\n\nPush the hands further back and raise the arms as high as\nis comfortable. Imagine the arms are being pulled from\nbehind.\nRaise the body as high as possible without straining.\nSqueeze the shoulder blades together and look fotward.\nHold for as long as is comfortable.\nSlowly return to the starting position and relax the whole\nbody. Release the hands and relax the arms by the sides of\nthe body. Tum the head to one side.\nThis is one round. Practise up to 5 rounds.","Basically the same benefits as for bhujangasana; in\naddition sarpasana helps to correct the posture, particularly\nrounded shoulders, and has a profound strengthening\neffect on the back muscles.",Inhale deeply and slowly in the starting position\nprior to raising.\nRetain while raising and in the final position.\nExhale while lowering.,Physical - on the uniform contraction of the spinal\nmuscles and arms.\nSpiritual - on anahata chakra.,Intermediate,yoga_images/sarpasana_(snake_pose).jpg,
65f08d051bad35f99effc0d4,103,Saral Dhanurasana (easy bow pose),"Lie flat on the stomach with the legs and feet together, and\nthe arms and hands beside the body.\nBend the knees and bring the heels close to the buttocks.\nGrasp the ankles with the hands.\nKeep the knees and thighs firmly on the floor and the\narms straight throughout the practice.\nPlace the chin on the floor.\nThis is the starting position.\nTense the legs and push the feet backwards while raising\nthe head and chest as high as possible from the floor\nwithout straining.\nUse the backward movement of the legs to assist the raising\nof the body, allowing the back muscles to remain passive.\nIn the final position the head is tilted back.\nHold the final position for as long as is comfortable.\nSlowly lower the chest and head to the ground by releasing\nthe legs.\nRelax in the prone position until the respiration returns to\nnormal.\nThis is one round. Practise up to 5 rounds.","The same benefits as for dhanurasana, but at de-\ncreased levels. This posture is useful for lower back pain\n\ndue to slipped disc or cervical spondylitis when it can be\nperformed without discomfort. It tones the heart and lungs,\nand is beneficial for respiratory disorders. It helps to\nimprove the posture.",Inhale deeply in the starting position.\nRetain the breath inside while raising the body.\nBreathe deeply and slowly in the final position.\nExhale while returning to the starting position.,Physical - on the abdominal or back regions or\non deep breathing in the final position.\nSpiritual - on vishuddhi chakra.,Intermediate,yoga_images/saral_dhanurasana_(easy_bow_pose).jpg,
65f08d051bad35f99effc0d6,105,Kandharasana (shoulder pose),"Lie flat on the back.\nBend the knees, placing the soles of the feet flat on the\nfloor with the heels touching the buttocks.\nThe feet and knees may be hip width apart.\nGrasp the ankles with the hands.\nThis is the starting position.\nRaise the buttocks and arch the back upward.\nRaise the chest and navel as high as possible without\nstraining, pushing the chest up towards the chin and head,\nbut without moving the position of the feet or shoulders.\nKeep the feet flat on the floor.\nIn the final position, the body is supported by the head,\nneck, shoulders, arms and feet.\nHold the pose for as long as is comfortable and then lower\nthe body to the starting position.\nRelease the ankles and relax with the legs outstretched.\nPractise 5 to 1 0 rounds.","This asana may be utilized to realign the spine,\neliminating rounded shoulders and relieving backache. It\nmassages and stretches the colon and abdominal organs,\nimproving digestion. It tones the female reproductive\norgans and is useful for women who have a tendency to\nmiscarry, for the management of menstrual disorders,\nprolapse, asthma, and various bronchial and thyroid\nconditions.","Inhale deeply in the starting position.\nRetain the breath inside while raising and holding the\nfinal position.\nAlternatively, breathe slowly and deeply in the final\nposition. Exhale while lowering to the starting position.","Physical - on the movement, the abdominal re-\ngion, thyroid gland or accentuation of flexion of the back.\n\nSpiritual - on vishuddhi or anahata chakra.",Intermediate,yoga_images/kandharasana_(shoulder_pose).jpg,
65f08d051bad35f99effc0d8,107,Setu Asana (bridge pose),"Sit with the legs stretched fotward.\nPlace the palms on the floor on either side of the body,\nabout 30 em behind the buttocks.\nThe elbows should be straight, the fingers pointing back\nand the trunk slightly reclined.\nThis is the starting position.\nRaise the buttocks and lift the body upward.\nLet the head hang back and down.\n216\n\nTry to place the soles of the feet flat on the ground.\nKeep the arms and legs straight.\nHold the final position for as long as is comfortable.\nLower the buttocks to the floor.\nThis is one round. Practise up to 5 times.","This asana has similar benefits to chakrasana. It is\ngenerally strengthening for shoulders, thighs and wrists,\nand also tones the lumbar region of the spine and the\nAchilles tendons.",Inhale in the starting position.\nRetain the breath inside while raising the body and holding\nthe final position.\nExhale while lowering to the starting position.,"Physical - on the wrists, arms, back and abdomen.\nSpiritual - on manipura chakra.",Intermediate,yoga_images/setu_asana_(bridge_pose).jpg,
65f08d051bad35f99effc0dc,111,Gatyatmak Paschimottanasana (dynamic back stretch pose),Lie flat on the back with the feet together. Raise the arms\nover the head and bring them to the floor with the palms\nfacing up. This is the starting position.\nRelax the whole body.\nRaise the trunk to the sitting position with the arms straight\nabove the head and the spine straight. Bend foiWard into\npaschimottanasana in a smooth movement.\nHold the final position for a short time.\nReturn to the sitting position with the arms straight above\nthe head.\nLean backwards and return to the starting position.\nThis is one round. Practise up to 10 rounds.,"The benefits are the same as for paschimottanasana\nalthough at a reduced level. This is a dynamic practice\nwhich speeds up the circulation and metabolic processes.\nIn addition, it renders the whole body more flexible,\nstimulating physical and pranic energy.",Breathe normally in the starting position.\nInhale while coming into the sitting position.\nExhale while bending foiWard into paschimottanasana.\nInhale while sitting up.\nExhale while returning to the starting position.,Physical - on synchronizing the movement with\nthe breath.\nSpiritual - on swadhisthana chakra.,Intermediate,yoga_images/gatyatmak_paschimottanasana_(dynamic_back_stretch_pose).jpg,
65f08d051bad35f99effc0dd,112,Pada Prasar Paschimottanasana (legs spread back\nstretch pose),"Sit with the legs spread apart as wide as possible.\nInterlock the fingers behind the back.\nThis is the starting position.\nTurn the trunk to the right.\nRaise the arms up behind the back and bend forward over\nthe right leg. Keep the arms straight.\nBring the nose towards the knee without bending the leg,\nbut do not strain to make contact.\nHold the position for as long as is comfortable.\nRaise the trunk and lower the arms.\nTurn to the left and repeat the movement on this side.\nReturn to the centre.\nBend fotward and bring the forehead towards the floor\ndirectly in front of the body while raising the arms as high\nas possible without straining.\nHold the position for as long as is comfortable.\nReturn to the upright position, lowering the arms.\nThis completes one round. Practise 3 to 5 rounds.","As well as providing essentially the same benefits as\npaschimottanasana, this asana gives an extended stretch\nto the inside of the legs and the muscles under and between\nthe shoulder blades. The chest is opened more than in\npaschimottanasana and the effect of the asana is distributed\nthroughout both the upper and lower parts of the body.",Inhale in the starting position.\nExhale while bending fotward.\nBreathe slowly and deeply in the final position or retain\nthe breath out if the position is held for only a short time.\nInhale while returning to the starting position.,"Physical - on the stretch in the legs, back, should-\ners and arms, on finding the beneficial amount of stretch\n\nwithout strain, and on synchronizing the movement with\nthe breath.\nSpiritual - on mooladhara or swadhisthana chakra.",Intermediate,yoga_images/pada_prasar_paschimottanasana_(legs_spread_back\nstretch_pose).jpg,"Assume the satne starting position as above, but\nwith the hands in front of the body on the floor.\nSlowly bend fonvard and grasp the big toes with the fingers.\nIf this can be done without strain, place the forehead on\nthe floor directly in front of the body.\nGradually bring the chest, abdomen and pelvic region to\nthe floor. Raise the head so that the throat and chin are\nalso on the floor.\nThis is the final position.\nHold the position for as long as is comfortable.\nRelease the hands and return to the starting position."
65f08d051bad35f99effc0de,113,Janu Sirshasana (head to knee pose),"Sit with the legs outstretched and the feet together.\nBend the left leg, placing the heel of the foot against the\nperineum and the sole of the foot against the inside of the\nright thigh. Keep the left knee on the floor.\nPlace the hands on top of the right knee, keeping the\nspine straight and the back muscles relaxed.\nThis is the starting position.\nSlowly bend fotward, sliding the hands down the right leg,\nand grasp the right foot. If possible, hold the big toe with\nthe index finger, middle finger and thumb of the left hand\nand the outside edge of the foot with the right hand.\nTry to touch the knee with the forehead.\nThis is the final position.\nKeep the back relaxed and do not strain.\nHold the position for as long as is comfortable.\nReturn to the starting position and rest the hands on the\nknees.\nChange sides and repeat with the right leg bent and the\nleft leg straight.\nPractise up to 5 times with each leg.",This practice gives basically the same benefits as\npaschimottanasana as well as loosening up the legs in\npreparation for meditation asanas.,Inhale in the starting position.\nExhale while bending forward.\nRetain the breath outside if holding the final position for\na short time.\nBreathe normally if holding the pose for a longer time.\nInhale while returning to the starting position.,focus on the breath,Intermediate,yoga_images/janu_sirshasana_(head_to_knee_pose).jpg,
65f08d051bad35f99effc0df,114,Ardha Padma Paschimottanasana (half lotus back\nstretching pose),"Sit with both legs outstretched.\nBend the left leg and place the left foot as high as possible\non the right thigh, turning the sole of the foot up.\nPress the heel firmly into the abdomen.\nBend forward slightly, fold the left arm behind the back\nand try to grasp the toes of the left foot with the left hand.\nSit upright again.\nRelax the whole body, especially the back muscles.\nLean forward and grasp the toes of the right foot with the\nright hand.\nUtilizing the arms, not the back muscles, slowly pull the\ntrunk forward so that the forehead is near to or resting on\nthe straight knee.\nThis is the final position.\nHold the pose for as long as is comfortable.\nRelease the hands and slowly sit up.\nRepeat the technique with the other leg.\nPractise up to 3 rounds, gradually extending the duration.","Although the benefits of this asana are almost\nidentical to janu sirshasana and paschimottanasana, it has\none distinct characteristic: the foot of the bent leg applies\nan intense massage to the abdominal organs. Each leg is\nbent in turn, which helps to stimulate intestinal peristalsis\nand alleviate constipation. This asana also prepares the\nlegs and hips for prolonged sitting in meditation asanas.",inhale or exhale,focus on the breath,Intermediate,yoga_images/ardha_padma_paschimottanasana_(half_lotus_back\nstretching_pose).jpg,
65f08d051bad35f99effc0e5,120,Meru Wakrasana (spinal twist),"Sit with the legs outstretched.\nTurn the trunk slightly to the right and place the right\nhand behind the body, dose to the left buttock, with the\nfingers pointing backward.\nPlace the left hand behind and slightly to the side of the\nright buttock, as dose as possible to the right hand.\nBend the left knee and place the foot outside the right\nknee. Twist the head and trunk as far to the right as is\ncomfortable, using the arms as levers, while keeping the\nspine upright and straight.\nThe buttocks should remain on the floor. The right elbow\nmay bend a little.\nHold the final position, relaxing the back. Look over the\nright shoulder as far as possible without straining.\nRe-centre the trunk and relax for a few seconds.\nPractise up to 5 times and then repeat on the other side.","Meru wakrasana stretches the spine, loosening the\nvertebrae and toning the nerves. It alleviates backache,\nneck pain, lumbago and mild forms of sciatica. It is a good\nasana for beginners, preparing the back for the more\ndifficult spinal twists.","Inhale deeply, exhale while twisting.\nRetain the breath outside, or breathe normally if holding\nthe pose.\nInhale while re-centring.","Physical - on the twist and relaxation of the spine,\nand on breath awareness in the final position.\nSpiritual - on manipura chakra.",Intermediate,yoga_images/meru_wakrasana_(spinal_twist).jpg,
65f08d051bad35f99effc0ef,130,Halasana (plough pose),"Lie flat on the back with the legs and feet together. Place\nthe arms beside the body with the palms facing down.\nRelax the whole body.\nRaise both legs to the vertical position, keeping them\nstraight and together, using only the abdominal muscles.\nPress down on the arms and lift the buttocks, rolling the\nback away from the floor. Lower the legs over the head.\nBring the toes towards the floor behind the head without\nstraining, but do not force the toes to touch the floor.\nTurn the palms up, bend the elbows and place the hands\nbehind the ribcage to support the back, as in sarvangasana.\nRelax and hold the final pose for as long as is comfortable.\nReturn to the starting position by lowering the arms with\nthe palms facing down, then gradually lower each vertebrae\nof the spine to the floor, followed by the buttocks, so that the legs resume their initial vertical position.\nUsing the abdominal muscles, lower the legs to the starting\nposition, keeping the knees straight.","The movement of the diaphragm which takes place\nduring the practice of halasana massages all the internal\norgans, activates the digestion, relieving constipation and\ndyspepsia, revitalizes the spleen and the suprarenal glands,\npromotes the production of insulin by the pancreas and\nimproves liver and kidney function. It strengthens the\nabdominal muscles, relieves spasms in the back muscles,",Inhale while in the lying position.\nRetain the breath inside while assuming the final pose.\nBreathe slowly and deeply in the final pose.\nRetain the breath inside while returning to the starting\nposition.,"Physical - on the abdomen, relaxation of the back\nmuscles and neck, the respiration, or the thyroid.\nSpiritual - on manipura or vishuddhi chakra.",Intermediate,yoga_images/halasana_(plough_pose).jpg,
65f08d051bad35f99effc0f6,137,Oordhwa Padmasana (headstand lotus pose),"Perform sirshasana.\nWhen balance has been established, slowly fold the legs\ninto padmasana.\nRemain in the final pose for as long as is comfortable.\nStraighten the legs and balance again in sirshasana.\nReturn to the starting position as described for sirshasana.","As for sirshasana, except that free drainage of blood\nfrom the legs is impeded. This asana induces full expansion\nof the chest and back. It stretches and massages the pelvic\nregion, benefiting the internal organs. It strengthens and\ncoordinates the leg muscles and improves the sense of\nbalance.","Inhale deeply and retain the breath while raising\nthe legs and coming into sirshasana.\nPractise normal breathing while balancing in sirshasana,\nfolding the legs into padmasana, in the final pose and\nwhile releasing the legs from padmasana and resuming\nsirshasana. Inhale and retain the breath while releasing\nback to the floor.","Physical - on alignment of the legs, back and neck,\non the openness of the chest, and on the breath.\nSpiritual - on sahasrara or anahata chakra.",Intermediate,yoga_images/oordhwa_padmasana_(headstand_lotus_pose).jpg,
65f08d051bad35f99effc0f9,140,Natavarasana (Lord Krishna's pose),"Stand with the feet together and focus on a fixed point.\nBring the right leg a little forward and place the right foot\nto the outside of the left calf with the toes above the floor\nand the sole of the foot almost vertical.Rest the side of the right calf against the left shin.\nRaise both hands to the right as if playing a flute. The\nright palm should face foiWard and the left palm backward.\nThe index and little fingers of the hands are straight and\nthe middle fingers are curled into the base of the thumb.\nTurn the head slightly to the left and focus the eyes at a\nfixed point.\nHold the final position for as long as is comfortable.\nTo release, bring the head to the centre, lower the arms to\nthe sides and the raised foot to the floor.\nRepeat the stance on the other side.",Natavarasana helps develop nervous balance and\nconcentration.,Breathe normally throughout the practice.,Physical - on maintaining balance while focusing\non a fixed point.\nSpiritual - on ajna chakra.,Intermediate,yoga_images/natavarasana_(lord_krishna's_pose).jpg,
65f08d051bad35f99effc0fc,143,Saral Natarajasana (preparatory Lord Shiva's pose),"Stand with the feet together and focus on a fixed point.\nBend the right knee and grasp the ankle with the right\nhand behind the body.\nKeep both knees together and maintain the balance.\nSlowly raise and stretch the right leg backward, as high as\ncomfortable.\nMake sure the right hip does not twist and the leg is raised\ndirectly behind the body.\nReach upward and forward with the left arm, bringing the\ntip of the index finger and thumb of the left hand together\nto forrnjnana mudra. Focus the gaze on the left hand.\nThis is the final position.\nHold the position for as long as is comfortable.\nLower the left arm to the side. Lower the right leg, bringing\nthe knees together. Release the right ankle and lower the\nfoot to the floor. Lower the right arm to the side. Relax,\nthen repeat with the left leg.","This asana strengthens the back, shoulders, arms,\nhips and legs. It helps develop a sense of balance and\ncoordination and improves concentration.",Breathe normally throughout the practice.,focus on the breath,Intermediate,yoga_images/saral_natarajasana_(preparatory_lord_shiva's_pose).jpg,
